Date,Time,Depth,Location,Site,Method,Replicate,Type,Observer,Species,Size,Count
14/02/2023,,,Fantome Island,Snapper Point,Point,3,10 mins,SBT,Lutjanus vitta,15-20,1
14/02/2023,,,Fantome Island,Snapper Point,Point,3,10 mins,SBT,Chlorurus microrhinos,15-20,2
14/02/2023,,,Fantome Island,Snapper Point,Point,3,10 mins,SBT,Thalassoma lunare,10--15,2
14/02/2023,,,Fantome Island,Snapper Point,Point,3,10 mins,SBT,Hemigymnus melapterus,10--15,1
14/02/2023,,,Fantome Island,Snapper Point,Point,3,10 mins,SBT,Halichoeres chloropterus,10--15,1
14/02/2023,,,Fantome Island,Snapper Point,Point,3,10 mins,SBT,Chaetodon aureofasciatus,10--15,1
14/02/2023,,,Fantome Island,Snapper Point,Point,3,10 mins,SBT,Chaetodon melannotus,10--15,1
14/02/2023,,,Fantome Island,Snapper Point,Point,3,10 mins,SBT,Labrichthys unilineatus,15-20,1
14/02/2023,,,Fantome Island,Snapper Point,Point,3,10 mins,SBT,Hemigymnus melapterus,15-20,1
14/02/2023,,,Fantome Island,Snapper Point,Point,3,10 mins,SBT,Epibulus insidiator,10--15,1
14/02/2023,,,Fantome Island,Snapper Point,Point,3,10 mins,SBT,Scolopsis bilineata,10--15,1
14/02/2023,,,Fantome Island,Snapper Point,Point,3,10 mins,SBT,Siganus doliatus,20-25,1
14/02/2023,,,Fantome Island,Snapper Point,Point,3,10 mins,SBT,Oxycheilinus diagramma,10--15,1
14/02/2023,,,Fantome Island,Snapper Point,Point,3,10 mins,SBT,Chlorurus microrhinos,10--15,1
14/02/2023,,,Fantome Island,Snapper Point,Point,3,10 mins,SBT,Thalassoma lunare,15-20,2
14/02/2023,,,Fantome Island,Snapper Point,Point,3,10 mins,SBT,Cephalopholis boenak,10--15,1
14/02/2023,,,Fantome Island,Snapper Point,Point,3,10 mins,SBT,Chlorurus spilurus,10--15,1
14/02/2023,,,Fantome Island,Snapper Point,Point,4,Instant,SBT,Labrichthys unilineatus,10--15,1
14/02/2023,,,Fantome Island,Snapper Point,Point,4,Instant,SBT,Scarus rivulatus,10--15,22
14/02/2023,,,Fantome Island,Snapper Point,Point,4,Instant,SBT,Naso unicornis,50-55,3
14/02/2023,,,Fantome Island,Snapper Point,Point,4,Instant,SBT,Chlorurus spilurus,20-25,1
14/02/2023,,,Fantome Island,Snapper Point,Point,4,Instant,SBT,Scarus ghobban,15-20,1
14/02/2023,,,Fantome Island,Snapper Point,Point,4,Instant,SBT,Chaetodon aureofasciatus,10--15,1
14/02/2023,,,Fantome Island,Snapper Point,Point,4,Instant,SBT,Hemigymnus fasciatus,10--15,1
14/02/2023,,,Fantome Island,Snapper Point,Point,4,Instant,SBT,Lutjanus carponotatus,15-20,1
14/02/2023,,,Fantome Island,Snapper Point,Point,4,Instant,SBT,Lutjanus fulviflamma,15-20,2
14/02/2023,,,Fantome Island,Snapper Point,Point,4,Instant,SBT,Scolopsis bilineata,10--15,1
14/02/2023,,,Fantome Island,Snapper Point,Point,4,Instant,SBT,Scarus rivulatus,15-20,22
14/02/2023,,,Fantome Island,Snapper Point,Point,4,10 mins,SBT,Labrichthys unilineatus,10--15,2
14/02/2023,,,Fantome Island,Snapper Point,Point,4,10 mins,SBT,Naso unicornis,50-55,3
14/02/2023,,,Fantome Island,Snapper Point,Point,4,10 mins,SBT,Scarus ghobban,15-20,2
14/02/2023,,,Fantome Island,Snapper Point,Point,4,10 mins,SBT,Lutjanus fulviflamma,15-20,2
14/02/2023,,,Fantome Island,Snapper Point,Point,4,10 mins,SBT,Scolopsis bilineata,10--15,1
14/02/2023,,,Fantome Island,Snapper Point,Point,4,10 mins,SBT,Scarus rivulatus,15-20,1
14/02/2023,,,Fantome Island,Snapper Point,Point,4,10 mins,SBT,Lutjanus carponotatus,25-30,1
14/02/2023,,,Fantome Island,Snapper Point,Point,4,10 mins,SBT,Cheilinus trilobatus,15-20,4
14/02/2023,,,Fantome Island,Snapper Point,Point,4,10 mins,SBT,Oxycheilinus diagramma,20-25,1
14/02/2023,,,Fantome Island,Snapper Point,Point,4,10 mins,SBT,Hemigymnus melapterus,20-25,2
14/02/2023,,,Fantome Island,Snapper Point,Point,4,10 mins,SBT,Thalassoma lunare,10--15,2
14/02/2023,,,Fantome Island,Snapper Point,Point,4,10 mins,SBT,Hemigymnus melapterus,15-20,2
14/02/2023,,,Fantome Island,Snapper Point,Point,4,10 mins,SBT,Lutjanus fulviflamma,20-25,1
14/02/2023,,,Fantome Island,Snapper Point,Point,4,10 mins,SBT,Halichoeres chloropterus,10--15,1
14/02/2023,,,Fantome Island,Snapper Point,Point,4,10 mins,SBT,Lethrinus harak,25-30,1
14/02/2023,,,Fantome Island,Snapper Point,Point,4,10 mins,SBT,Epibulus insidiator,15-20,1
14/02/2023,,,Fantome Island,Snapper Point,Point,4,10 mins,SBT,Chaetodon melannotus,10--15,1
14/02/2023,,,Fantome Island,Snapper Point,Point,4,10 mins,SBT,Labrichthys unilineatus,15-20,1
14/02/2023,,,Fantome Island,Snapper Point,Point,4,10 mins,SBT,Scarus rivulatus,15-20,1
14/02/2023,,,Fantome Island,Snapper Point,Point,4,10 mins,SBT,Scarus rivulatus,20-25,1
14/02/2023,,,Fantome Island,Snapper Point,Point,4,10 mins,SBT,Chaetodon auriga,10--15,1
14/02/2023,,,Fantome Island,Snapper Point,Point,4,10 mins,SBT,Scolopsis margaritifera,20-25,1
14/02/2023,,,Fantome Island,Snapper Point,Point,4,10 mins,SBT,Chlorurus spilurus,15-20,1
14/02/2023,,,Fantome Island,Snapper Point,Transect ,1,20 m,SBT,Scarus rivulatus,20-25,50
14/02/2023,,,Fantome Island,Snapper Point,Transect ,1,20 m,SBT,Thalassoma hardwicke,10--15,3
14/02/2023,,,Fantome Island,Snapper Point,Transect ,1,20 m,SBT,Chaetodon aureofasciatus,10--15,1
14/02/2023,,,Fantome Island,Snapper Point,Transect ,1,20 m,SBT,Epinephelus malabaricus,30-35,1
14/02/2023,,,Fantome Island,Snapper Point,Transect ,1,20 m,SBT,Scolopsis lineata,15-20,8
14/02/2023,,,Fantome Island,Snapper Point,Transect ,1,20 m,SBT,Chaetodon baronessa,10--15,1
14/02/2023,,,Fantome Island,Snapper Point,Transect ,1,20 m,SBT,Scarus globiceps,25-30,1
14/02/2023,,,Fantome Island,Snapper Point,Transect ,1,20 m,SBT,Scolopsis lineata,20-25,6
14/02/2023,,,Fantome Island,Snapper Point,Transect ,1,20 m,SBT,Chaetodon lunula,15-20,1
14/02/2023,,,Fantome Island,Snapper Point,Transect ,1,30 m,SBT,Thalassoma hardwicke,10--15,1
14/02/2023,,,Fantome Island,Snapper Point,Transect ,1,30 m,SBT,Chaetodon aureofasciatus,10--15,1
14/02/2023,,,Fantome Island,Snapper Point,Transect ,1,30 m,SBT,Scolopsis lineata,15-20,13
14/02/2023,,,Fantome Island,Snapper Point,Transect ,1,30 m,SBT,Scarus frenatus,20-25,1
14/02/2023,,,Fantome Island,Snapper Point,Transect ,1,30 m,SBT,Scarus frenatus,25-30,1
14/02/2023,,,Fantome Island,Snapper Point,Transect ,1,30 m,SBT,Scarus frenatus,30-35,1
14/02/2023,,,Fantome Island,Snapper Point,Transect ,1,30 m,SBT,Lutjanus vitta,15-20,1
14/02/2023,,,Fantome Island,Snapper Point,Transect ,1,30 m,SBT,Siganus punctatus,20-25,1
14/02/2023,,,Fantome Island,Snapper Point,Transect ,1,30 m,SBT,Anampses geographicus,15-20,1
14/02/2023,,,Fantome Island,Snapper Point,Transect ,1,30 m,SBT,Lutjanus fulviflamma,20-25,1
14/02/2023,,,Fantome Island,Snapper Point,Transect ,1,30 m,SBT,Chaetodon melannotus,10--15,2
14/02/2023,,,Fantome Island,Snapper Point,Transect ,1,30 m,SBT,Hemigymnus melapterus,20-25,1
14/02/2023,,,Fantome Island,Snapper Point,Transect ,1,30 m,SBT,Cephalopholis boenak,15-20,1
14/02/2023,,,Fantome Island,Snapper Point,Transect ,1,30 m,SBT,Chlorurus microrhinos,40-45,1
14/02/2023,,,Fantome Island,Snapper Point,Transect ,2,20 m,SBT,Scolopsis lineata,15-20,5
14/02/2023,,,Fantome Island,Snapper Point,Transect ,2,20 m,SBT,Thalassoma hardwicke,10--15,1
14/02/2023,,,Fantome Island,Snapper Point,Transect ,2,30 m,SBT,Scolopsis lineata,15-20,8
14/02/2023,,,Fantome Island,Snapper Point,Transect ,2,30 m,SBT,Thalassoma hardwicke,10--15,1
14/02/2023,,,Fantome Island,Snapper Point,Transect ,2,30 m,SBT,Kyphosus cinerascens,15-20,1
14/02/2023,,,Fantome Island,Snapper Point,Transect ,2,30 m,SBT,Hemigymnus melapterus,25-30,1
14/02/2023,,,Fantome Island,Snapper Point,Transect ,2,30 m,SBT,Lutjanus fulviflamma,20-25,4
14/02/2023,,,Fantome Island,Snapper Point,Transect ,2,30 m,SBT,Pomacanthus semicirculatus,25-30,1
14/02/2023,,,Fantome Island,Snapper Point,Transect ,2,30 m,SBT,Hemigymnus melapterus,15-20,1
14/02/2023,,,Fantome Island,Snapper Point,Transect ,2,30 m,SBT,Scolopsis lineata,20-25,2
14/02/2023,,,Fantome Island,Snapper Point,Transect ,2,30 m,SBT,Oxycheilinus diagramma,10--15,1
14/02/2023,,,Fantome Island,Snapper Point,Transect ,2,30 m,SBT,Chaetodon aureofasciatus,10--15,1
14/02/2023,,,Fantome Island,Snapper Point,Transect ,2,30 m,SBT,Siganus doliatus,20-25,1
14/02/2023,,,Fantome Island,Snapper Point,Transect ,3,20 m,SBT,Cetoscarus ocellatus,50-55,1
14/02/2023,,,Fantome Island,Snapper Point,Transect ,3,20 m,SBT,Platax orbicularis,25-30,2
14/02/2023,,,Fantome Island,Snapper Point,Transect ,3,20 m,SBT,Lutjanus vitta,15-20,4
14/02/2023,,,Fantome Island,Snapper Point,Transect ,3,20 m,SBT,Scarus rivulatus,20-25,1
14/02/2023,,,Fantome Island,Snapper Point,Transect ,3,20 m,SBT,Chaetodon oxycephalus,15-20,1
14/02/2023,,,Fantome Island,Snapper Point,Transect ,3,20 m,SBT,Chaetodon melannotus,10--15,1
14/02/2023,,,Fantome Island,Snapper Point,Transect ,3,20 m,SBT,Cheilinus fasciatus,10--15,1
14/02/2023,,,Fantome Island,Snapper Point,Transect ,3,20 m,SBT,Thalassoma lunare,10--15,2
14/02/2023,,,Fantome Island,Snapper Point,Transect ,3,20 m,SBT,Cephalopholis boenak,15-20,1
14/02/2023,,,Fantome Island,Snapper Point,Transect ,3,30 m,SBT,Platax orbicularis,25-30,2
14/02/2023,,,Fantome Island,Snapper Point,Transect ,3,30 m,SBT,Lutjanus vitta,15-20,6
14/02/2023,,,Fantome Island,Snapper Point,Transect ,3,30 m,SBT,Thalassoma lunare,10--15,2
14/02/2023,,,Fantome Island,Snapper Point,Transect ,3,30 m,SBT,Cephalopholis boenak,15-20,1
14/02/2023,,,Fantome Island,Snapper Point,Transect ,3,30 m,SBT,Lutjanus fulviflamma,20-25,2
14/02/2023,,,Fantome Island,Snapper Point,Transect ,3,30 m,SBT,Diagramma pictum,25-30,1
14/02/2023,,,Fantome Island,Snapper Point,Transect ,3,30 m,SBT,Lutjanus carponotatus,25-30,1
14/02/2023,,,Fantome Island,Snapper Point,Transect ,3,30 m,SBT,Halichoeres melanurus,10--15,1
14/02/2023,,,Fantome Island,Snapper Point,Transect ,3,30 m,SBT,Pomacanthus sexstriatus,30-35,1
14/02/2023,,,Fantome Island,Snapper Point,Transect ,3,30 m,SBT,Lutjanus vitta,20-25,9
14/02/2023,,,Fantome Island,Snapper Point,Transect ,3,30 m,SBT,Oxycheilinus diagramma,10--15,1
14/02/2023,,,Fantome Island,Snapper Point,Transect ,3,30 m,SBT,Epibulus insidiator,10--15,1
14/02/2023,,,Fantome Island,Snapper Point,Transect ,3,30 m,SBT,Epinephelus caeruleopunctatus,35-40,1
14/02/2023,,,Fantome Island,Snapper Point,Transect ,3,30 m,SBT,Naso unicornis,45-50,9
14/02/2023,,,Fantome Island,Snapper Point,Transect ,3,30 m,SBT,Siganus doliatus,20-25,2
14/02/2023,,,Fantome Island,Snapper Point,Transect ,3,30 m,SBT,Chelmon rostratus,10--15,1
14/02/2023,,,Fantome Island,Snapper Point,Transect ,3,30 m,SBT,Chlorurus microrhinos,15-20,1
14/02/2023,,,Fantome Island,Snapper Point,Transect ,3,30 m,SBT,Scarus rivulatus,10--15,1
14/02/2023,,,Fantome Island,Snapper Point,Transect ,3,30 m,SBT,Thalassoma lunare,15-20,1
14/02/2023,,,Fantome Island,Snapper Point,Transect ,3,30 m,SBT,Lutjanus fulviflamma,15-20,1
14/02/2023,,,Fantome Island,Snapper Point,Transect ,3,30 m,SBT,Chaetodon plebius,10--15,1
14/02/2023,,,Fantome Island,Snapper Point,Transect ,4,20 m,SBT,Lutjanus vitta,15-20,3
14/02/2023,,,Fantome Island,Snapper Point,Transect ,4,20 m,SBT,Chaetodon melannotus,10--15,1
14/02/2023,,,Fantome Island,Snapper Point,Transect ,4,20 m,SBT,Thalassoma lunare,10--15,3
14/02/2023,,,Fantome Island,Snapper Point,Transect ,4,20 m,SBT,Scarus rivulatus,30-35,1
14/02/2023,,,Fantome Island,Snapper Point,Transect ,4,20 m,SBT,Lutjanus vitta,20-25,2
14/02/2023,,,Fantome Island,Snapper Point,Transect ,4,20 m,SBT,Chlorurus spilurus,10--15,1
14/02/2023,,,Fantome Island,Snapper Point,Transect ,4,20 m,SBT,Lutjanus carponotatus,35-40,1
14/02/2023,,,Fantome Island,Snapper Point,Transect ,4,20 m,SBT,Cheilinus chlorurus,10--15,1
14/02/2023,,,Fantome Island,Snapper Point,Transect ,4,30 m,SBT,Lutjanus vitta,15-20,18
14/02/2023,,,Fantome Island,Snapper Point,Transect ,4,30 m,SBT,Chaetodon melannotus,10--15,1
14/02/2023,,,Fantome Island,Snapper Point,Transect ,4,30 m,SBT,Thalassoma lunare,10--15,1
14/02/2023,,,Fantome Island,Snapper Point,Transect ,4,30 m,SBT,Scarus rivulatus,30-35,1
14/02/2023,,,Fantome Island,Snapper Point,Transect ,4,30 m,SBT,Lutjanus vitta,20-25,9
14/02/2023,,,Fantome Island,Snapper Point,Transect ,4,30 m,SBT,Scarus rivulatus,25-30,1
14/02/2023,,,Fantome Island,Snapper Point,Transect ,4,30 m,SBT,Chaetodon aureofasciatus,10--15,1
14/02/2023,,,Fantome Island,Snapper Point,Transect ,4,30 m,SBT,Lutjanus carponotatus,25-30,1
14/02/2023,,,Fantome Island,Snapper Point,Transect ,4,30 m,SBT,Chaetodon vagabundus,10--15,1
14/02/2023,,,Fantome Island,Snapper Point,Transect ,4,30 m,SBT,Hemigymnus fasciatus,15-20,1
14/02/2023,,,Fantome Island,Snapper Point,Transect ,4,30 m,SBT,Chelmon rostratus,10--15,1
14/02/2023,,,Fantome Island,Snapper Point,Transect ,4,30 m,SBT,Cephalopholis cyanostigma,30-35,1
14/02/2023,,,Fantome Island,Snapper Point,Point,1,Instant,SKC,Siganus corallinus,15-20,1
14/02/2023,,,Fantome Island,Snapper Point,Point,1,Instant,SKC,Cephalopholis cyanostigma,15-20,1
14/02/2023,,,Fantome Island,Snapper Point,Point,1,Instant,SKC,Cheilinus trilobatus,15-20,2
14/02/2023,,,Fantome Island,Snapper Point,Point,1,Instant,SKC,Cheilinus trilobatus,20-25,1
14/02/2023,,,Fantome Island,Snapper Point,Point,1,Instant,SKC,Scarus rivulatus,15-20,3
14/02/2023,,,Fantome Island,Snapper Point,Point,1,Instant,SKC,Lutjanus vitta,15-20,50
14/02/2023,,,Fantome Island,Snapper Point,Point,1,10 mins,SKC,Cephalopholis cyanostigma,15-20,1
14/02/2023,,,Fantome Island,Snapper Point,Point,1,10 mins,SKC,Cheilinus trilobatus,15-20,2
14/02/2023,,,Fantome Island,Snapper Point,Point,1,10 mins,SKC,Chaetodon lunulatus,10--15,2
14/02/2023,,,Fantome Island,Snapper Point,Point,1,10 mins,SKC,Cheilinus trilobatus,20-25,2
14/02/2023,,,Fantome Island,Snapper Point,Point,1,10 mins,SKC,Scarus rivulatus,15-20,2
14/02/2023,,,Fantome Island,Snapper Point,Point,1,10 mins,SKC,Hemigymnus melapterus,15-20,3
14/02/2023,,,Fantome Island,Snapper Point,Point,1,10 mins,SKC,Thalassoma lunare,10--15,3
14/02/2023,,,Fantome Island,Snapper Point,Point,1,10 mins,SKC,Scarus rivulatus,10--15,3
14/02/2023,,,Fantome Island,Snapper Point,Point,1,10 mins,SKC,Scolopsis margaritifera,15-20,1
14/02/2023,,,Fantome Island,Snapper Point,Point,1,10 mins,SKC,Thalassoma lunare,15-20,4
14/02/2023,,,Fantome Island,Snapper Point,Point,1,10 mins,SKC,Lutjanus carponotatus,15-20,2
14/02/2023,,,Fantome Island,Snapper Point,Point,1,10 mins,SKC,Lutjanus carponotatus,20-25,1
14/02/2023,,,Fantome Island,Snapper Point,Point,1,10 mins,SKC,Chaetodon melannotus,15-20,1
14/02/2023,,,Fantome Island,Snapper Point,Point,1,10 mins,SKC,Labrichthys unilineatus,10--15,1
14/02/2023,,,Fantome Island,Snapper Point,Point,1,10 mins,SKC,Chaetodon plebius,10--15,1
14/02/2023,,,Fantome Island,Snapper Point,Point,1,10 mins,SKC,Chlorurus spilurus,15-20,1
14/02/2023,,,Fantome Island,Snapper Point,Point,1,10 mins,SKC,Cephalopholis boenak,10--15,1
14/02/2023,,,Fantome Island,Snapper Point,Point,1,10 mins,SKC,Cephalopholis cyanostigma,25-30,1
14/02/2023,,,Fantome Island,Snapper Point,Point,1,10 mins,SKC,Pomacanthus sexstriatus,15-20,1
14/02/2023,,,Fantome Island,Snapper Point,Point,1,10 mins,SKC,Epibulus insidiator,20-25,1
14/02/2023,,,Fantome Island,Snapper Point,Point,1,10 mins,SKC,Chaetodon aureofasciatus,10--15,1
14/02/2023,,,Fantome Island,Snapper Point,Point,1,10 mins,SKC,Chaetodon melannotus,10--15,1
14/02/2023,,,Fantome Island,Snapper Point,Point,2,Instant,SKC,Chaetodon auriga,15-20,1
14/02/2023,,,Fantome Island,Snapper Point,Point,2,Instant,SKC,Chaetodon lineolatus,10--15,3
14/02/2023,,,Fantome Island,Snapper Point,Point,2,Instant,SKC,Pomacanthus sexstriatus,20-25,1
14/02/2023,,,Fantome Island,Snapper Point,Point,2,Instant,SKC,Scarus rivulatus,20-25,1
14/02/2023,,,Fantome Island,Snapper Point,Point,2,Instant,SKC,Lutjanus vitta,15-20,15
14/02/2023,,,Fantome Island,Snapper Point,Point,2,10 mins,SKC,Chaetodon lineolatus,10--15,2
14/02/2023,,,Fantome Island,Snapper Point,Point,2,10 mins,SKC,Scarus rivulatus,10--15,2
14/02/2023,,,Fantome Island,Snapper Point,Point,2,10 mins,SKC,Scarus rivulatus,20-25,2
14/02/2023,,,Fantome Island,Snapper Point,Point,2,10 mins,SKC,Lutjanus vitta,15-20,26
14/02/2023,,,Fantome Island,Snapper Point,Point,2,10 mins,SKC,Thalassoma lunare,10--15,5
14/02/2023,,,Fantome Island,Snapper Point,Point,2,10 mins,SKC,Hemigymnus melapterus,10--15,2
14/02/2023,,,Fantome Island,Snapper Point,Point,2,10 mins,SKC,Labrichthys unilineatus,10--15,1
14/02/2023,,,Fantome Island,Snapper Point,Point,2,10 mins,SKC,Chaetodon melannotus,10--15,5
14/02/2023,,,Fantome Island,Snapper Point,Point,2,10 mins,SKC,Chlorurus spilurus,15-20,1
14/02/2023,,,Fantome Island,Snapper Point,Point,2,10 mins,SKC,Chaetodon rainfordi,10--15,2
14/02/2023,,,Fantome Island,Snapper Point,Point,2,10 mins,SKC,Labrichthys unilineatus,15-20,1
14/02/2023,,,Fantome Island,Snapper Point,Point,2,10 mins,SKC,Hemigymnus melapterus,15-20,2
14/02/2023,,,Fantome Island,Snapper Point,Point,2,10 mins,SKC,Chaetodon trifascialis,10--15,1
14/02/2023,,,Fantome Island,Snapper Point,Point,2,10 mins,SKC,Labrichthys unilineatus,15-20,1
14/02/2023,,,Fantome Island,Snapper Point,Point,2,10 mins,SKC,Cephalopholis boenak,15-20,1
14/02/2023,,,Fantome Island,Snapper Point,Point,3,Instant,SKC,Cetoscarus ocellatus,50-55,3
14/02/2023,,,Fantome Island,Snapper Point,Point,3,Instant,SKC,Pomacanthus semicirculatus,30-35,1
14/02/2023,,,Fantome Island,Snapper Point,Point,3,10 mins,SKC,Lutjanus fulviflamma,15-20,10
14/02/2023,,,Fantome Island,Snapper Point,Point,3,10 mins,SKC,Lutjanus kasmira,15-20,1
14/02/2023,,,Fantome Island,Snapper Point,Point,3,10 mins,SKC,Cephalopholis cyanostigma,15-20,2
14/02/2023,,,Fantome Island,Snapper Point,Point,3,10 mins,SKC,Lutjanus vitta,15-20,2
14/02/2023,,,Fantome Island,Snapper Point,Point,3,10 mins,SKC,Thalassoma lunare,10--15,4
14/02/2023,,,Fantome Island,Snapper Point,Point,3,10 mins,SKC,Naso unicornis,50-55,4
14/02/2023,,,Fantome Island,Snapper Point,Point,3,10 mins,SKC,Hemigymnus melapterus,10--15,1
14/02/2023,,,Fantome Island,Snapper Point,Point,3,10 mins,SKC,Choerodon fasciatus,10--15,1
14/02/2023,,,Fantome Island,Snapper Point,Point,3,10 mins,SKC,Chlorurus spilurus,10--15,1
14/02/2023,,,Fantome Island,Snapper Point,Point,3,10 mins,SKC,Labrichthys unilineatus,20-25,1
14/02/2023,,,Fantome Island,Snapper Point,Point,4,Instant,SKC,Labrichthys unilineatus,10--15,1
14/02/2023,,,Fantome Island,Snapper Point,Point,4,Instant,SKC,Lutjanus fulviflamma,15-20,20
14/02/2023,,,Fantome Island,Snapper Point,Point,4,Instant,SKC,Chlorurus spilurus,15-20,2
14/02/2023,,,Fantome Island,Snapper Point,Point,4,Instant,SKC,Scarus rivulatus,10--15,1
14/02/2023,,,Fantome Island,Snapper Point,Point,4,Instant,SKC,Hemigymnus fasciatus,10--15,1
14/02/2023,,,Fantome Island,Snapper Point,Point,4,Instant,SKC,Chaetodon aureofasciatus,10--15,1
14/02/2023,,,Fantome Island,Snapper Point,Point,4,10 mins,SKC,Labrichthys unilineatus,10--15,1
14/02/2023,,,Fantome Island,Snapper Point,Point,4,10 mins,SKC,Lutjanus fulviflamma,15-20,15
14/02/2023,,,Fantome Island,Snapper Point,Point,4,10 mins,SKC,Scarus rivulatus,10--15,31
14/02/2023,,,Fantome Island,Snapper Point,Point,4,10 mins,SKC,Lutjanus carponotatus,25-30,2
14/02/2023,,,Fantome Island,Snapper Point,Point,4,10 mins,SKC,Labrichthys unilineatus,15-20,1
14/02/2023,,,Fantome Island,Snapper Point,Point,4,10 mins,SKC,Lutjanus vitta,15-20,3
14/02/2023,,,Fantome Island,Snapper Point,Point,4,10 mins,SKC,Epibulus insidiator,10--15,2
14/02/2023,,,Fantome Island,Snapper Point,Point,4,10 mins,SKC,Epibulus insidiator,15-20,1
14/02/2023,,,Fantome Island,Snapper Point,Point,4,10 mins,SKC,Siganus lineatus,30-35,12
14/02/2023,,,Fantome Island,Snapper Point,Point,4,10 mins,SKC,Hemigymnus fasciatus,10--15,2
14/02/2023,,,Fantome Island,Snapper Point,Point,4,10 mins,SKC,Scarus rivulatus,15-20,22
14/02/2023,,,Fantome Island,Snapper Point,Point,4,10 mins,SKC,Siganus puellus,15-20,4
14/02/2023,,,Fantome Island,Snapper Point,Point,4,10 mins,SKC,Siganus doliatus,10--15,1
14/02/2023,,,Fantome Island,Snapper Point,Point,4,10 mins,SKC,Siganus punctatus,15-20,1
14/02/2023,,,Fantome Island,Snapper Point,Point,4,10 mins,SKC,Chlorurus spilurus,15-20,1
14/02/2023,,,Fantome Island,Snapper Point,Point,4,10 mins,SKC,Epibulus insidiator,20-25,1
14/02/2023,,,Fantome Island,Snapper Point,Point,4,10 mins,SKC,Chaetodon melannotus,10--15,1
14/02/2023,,,Fantome Island,Snapper Point,Point,4,10 mins,SKC,Chlorurus bleekeri,10--15,1
14/02/2023,,,Fantome Island,Snapper Point,Point,4,10 mins,SKC,Hemigymnus melapterus,10--15,1
14/02/2023,,,Fantome Island,Snapper Point,Point,4,10 mins,SKC,Chelmon rostratus,10--15,1
14/02/2023,,,Fantome Island,Snapper Point,Transect ,1,20 m,SKC,Chaetodon lunula,15-20,1
14/02/2023,,,Fantome Island,Snapper Point,Transect ,1,20 m,SKC,Chaetodon lunula,10--15,1
14/02/2023,,,Fantome Island,Snapper Point,Transect ,1,20 m,SKC,Chaetodon melannotus,10--15,2
14/02/2023,,,Fantome Island,Snapper Point,Transect ,1,20 m,SKC,Scolopsis lineata,15-20,15
14/02/2023,,,Fantome Island,Snapper Point,Transect ,1,20 m,SKC,Chaetodon baronessa,10--15,1
14/02/2023,,,Fantome Island,Snapper Point,Transect ,1,20 m,SKC,Siganus doliatus,15-20,1
14/02/2023,,,Fantome Island,Snapper Point,Transect ,1,20 m,SKC,Thalassoma hardwicke,15-20,1
14/02/2023,,,Fantome Island,Snapper Point,Transect ,1,20 m,SKC,Lutjanus vitta,15-20,14
14/02/2023,,,Fantome Island,Snapper Point,Transect ,1,20 m,SKC,Scarus chameleon,10--15,1
14/02/2023,,,Fantome Island,Snapper Point,Transect ,1,20 m,SKC,Scarus rivulatus,20-25,2
14/02/2023,,,Fantome Island,Snapper Point,Transect ,1,20 m,SKC,Hemigymnus melapterus,20-25,1
14/02/2023,,,Fantome Island,Snapper Point,Transect ,1,20 m,SKC,Hemigymnus melapterus,10--15,1
14/02/2023,,,Fantome Island,Snapper Point,Transect ,1,30 m,SKC,Scarus rivulatus,15-20,2
14/02/2023,,,Fantome Island,Snapper Point,Transect ,1,30 m,SKC,Scarus rivulatus,20-25,1
14/02/2023,,,Fantome Island,Snapper Point,Transect ,1,30 m,SKC,Hemigymnus melapterus,20-25,1
14/02/2023,,,Fantome Island,Snapper Point,Transect ,1,30 m,SKC,Lutjanus fulviflamma,20-25,1
14/02/2023,,,Fantome Island,Snapper Point,Transect ,1,30 m,SKC,Epibulus insidiator,15-20,1
14/02/2023,,,Fantome Island,Snapper Point,Transect ,1,30 m,SKC,Thalassoma lunare,10--15,1
14/02/2023,,,Fantome Island,Snapper Point,Transect ,1,30 m,SKC,Chlorurus spilurus,25-30,1
14/02/2023,,,Fantome Island,Snapper Point,Transect ,1,30 m,SKC,Labrichthys unilineatus,10--15,1
14/02/2023,,,Fantome Island,Snapper Point,Transect ,1,30 m,SKC,Cheilinus fasciatus,20-25,1
14/02/2023,,,Fantome Island,Snapper Point,Transect ,1,30 m,SKC,Pomacanthus sexstriatus,35-40,1
14/02/2023,,,Fantome Island,Snapper Point,Transect ,1,30 m,SKC,Choerodon fasciatus,20-25,1
14/02/2023,,,Fantome Island,Snapper Point,Transect ,1,30 m,SKC,Lutjanus carponotatus,25-30,1
14/02/2023,,,Fantome Island,Snapper Point,Transect ,1,30 m,SKC,Cheilinus trilobatus,20-25,2
14/02/2023,,,Fantome Island,Snapper Point,Transect ,1,30 m,SKC,Hemigymnus melapterus,15-20,1
14/02/2023,,,Fantome Island,Snapper Point,Transect ,1,30 m,SKC,Oxycheilinus diagramma,15-20,1
14/02/2023,,,Fantome Island,Snapper Point,Transect ,1,30 m,SKC,Chlorurus microrhinos,35-40,1
14/02/2023,,,Fantome Island,Snapper Point,Transect ,2,20 m,SKC,Scolopsis bilineata,15-20,4
14/02/2023,,,Fantome Island,Snapper Point,Transect ,2,20 m,SKC,Hemigymnus melapterus,15-20,1
14/02/2023,,,Fantome Island,Snapper Point,Transect ,2,20 m,SKC,Scarus chameleon,15-20,2
14/02/2023,,,Fantome Island,Snapper Point,Transect ,2,20 m,SKC,Anampses neoguinaicus,10--15,1
